id_transaksi,id_user,timestamp,tipe_mutasi,deskripsi_mutasi,catatan_mutasi,mcc,nominal,sisa_saldo,kategori_besar,kategori_detail,label_anomali,gt_kategori_besar,gt_kategori_detail
TRX-126073,USR-153,2026-03-03 09:25:00,Debit,TEH TARIK PINGGIR JALAN,-,5814,10976.59,1318009.92,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127314,USR-163,2026-03-03 09:25:00,Debit,PASAR TRADISIONAL,-,5411,117316.8,1319730.24,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-125928,USR-182,2026-03-03 09:25:00,Debit,GORENGAN PINGGIR JALAN,-,5814,7085.25,2502341.43,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-125183,USR-239,2026-03-03 09:25:00,Debit,FOTOKOPI & PRINT,-,5111,6834.91,2461656.92,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127233,USR-268,2026-03-03 09:25:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,50285.02,3526125.58,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-128197,USR-349,2026-03-03 09:25:00,Debit,MCDONALD'S,-,5814,64272.62,3107376.68,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126141,USR-359,2026-03-03 09:25:00,Debit,BOBA/MINUMAN KEKINIAN,-,5814,17312.59,1364234.63,Wants,F&B dan Nongkrong,1,Wants,F&B dan Nongkrong
TRX-126915,USR-371,2026-03-03 09:25:00,Debit,MIE GACOAN,-,5814,21689.97,4379913.25,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126449,USR-475,2026-03-03 09:25:00,Debit,NASI KUNING BU NUNUNG,-,5812,22521.25,7356979.54,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125171,USR-047,2026-03-03 09:26:00,Debit,THRIFT SHOP IG,-,5651,81345.98,1796654.75,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-124753,USR-156,2026-03-03 09:26:00,Debit,OVO/DANA/GOPAY,-,6540,75725.68,471590.17,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-127081,USR-379,2026-03-03 09:26:00,Debit,CANVA PRO,-,5734,50000.0,2479567.38,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-127628,USR-054,2026-03-03 09:27:00,Debit,LAUNDRY KILOAN,-,7210,23788.84,1092010.08,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-124966,USR-071,2026-03-03 09:27:00,Debit,CUCI MOTOR/MOBIL,-,7542,17271.9,1809829.37,Needs,Transportasi,0,Needs,Transportasi
TRX-127544,USR-270,2026-03-03 09:27:00,Debit,FOTO STOCK ONLINE,-,5734,15984.15,2618792.83,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-128043,USR-309,2026-03-03 09:27:00,Debit,GOFOOD/GRABFOOD ORDER,-,5814,56160.81,4559332.13,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-128087,USR-360,2026-03-03 09:27:00,Debit,WARUNG NASI CAMPUR,-,5812,21330.88,3120382.88,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125820,USR-406,2026-03-03 09:27:00,Debit,GALON & GAS,-,5499,45555.04,25894676.08,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-125581,USR-177,2026-03-03 09:28:00,Debit,PRELOVED CAROUSELL,-,5651,36878.07,1003460.26,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-125635,USR-204,2026-03-03 09:28:00,Debit,OVO/DANA/GOPAY,-,6540,127398.08,1309121.86,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-126608,USR-387,2026-03-03 09:28:00,Debit,HOKBEN,-,5812,37763.32,3513913.66,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127421,USR-469,2026-03-03 09:28:00,Debit,LINKAJA,-,6540,78411.91,11972755.64,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-126445,USR-475,2026-03-03 09:28:00,Debit,SOLARIA,-,5812,60795.36,7524686.08,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125983,USR-068,2026-03-03 09:29:00,Debit,WATSONS/GUARDIAN,-,5977,105826.3,1777489.94,Needs,Groceries & Kebutuhan Pokok,0,Wants,Kesehatan & Perawatan Diri
TRX-128089,USR-360,2026-03-03 09:29:00,Debit,SPBU PERTAMINA,-,5541,61037.7,2676922.06,Needs,Transportasi,0,Needs,Transportasi
TRX-127812,USR-388,2026-03-03 09:29:00,Debit,ES TEH KAMPUS,-,5814,9952.63,2393048.24,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127214,USR-062,2026-03-03 09:30:00,Debit,BENGKEL MOBIL,-,7538,58472.7,1261495.36,Needs,Transportasi,0,Needs,Transportasi
TRX-126102,USR-164,2026-03-03 09:30:00,Debit,KFC INDONESIA,-,5814,65527.79,1205770.77,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127598,USR-191,2026-03-03 09:30:00,Debit,PARKIR,-,4121,14930.9,1837145.83,Needs,Transportasi,1,Needs,Transportasi
TRX-124737,USR-074,2026-03-03 09:31:00,Debit,PASAR TRADISIONAL,-,5411,54881.62,1785344.43,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-128147,USR-215,2026-03-03 09:31:00,Debit,JAJANAN GEROBAK,-,5814,9064.59,4604552.82,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126066,USR-093,2026-03-03 09:32:00,Debit,HOKBEN,-,5812,80234.05,1827264.38,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126562,USR-098,2026-03-03 09:32:00,Debit,SUPERINDO,-,5411,143680.43,692744.06,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-124781,USR-125,2026-03-03 09:32:00,Debit,BOBA/MINUMAN KEKINIAN,-,5814,30370.2,710885.44,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127644,USR-442,2026-03-03 09:32:00,Debit,BAKSO GEROBAK,-,5814,21922.29,12064459.54,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125471,USR-057,2026-03-03 09:33:00,Debit,MIE GACOAN,-,5814,28425.96,154309.14,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127633,USR-390,2026-03-03 09:33:00,Debit,JANJI JIWA,-,5814,115482.72,981677.3,Wants,F&B dan Nongkrong,1,Needs,F&B dan Nongkrong
TRX-126405,USR-104,2026-03-03 09:34:00,Debit,PARKIR,-,4121,35034.56,362717.49,Needs,Transportasi,1,Needs,Transportasi
TRX-125241,USR-269,2026-03-03 09:34:00,Debit,E-TOLL FLAZZ,-,4784,21053.59,1713564.47,Needs,Transportasi,0,Needs,Transportasi
TRX-128044,USR-309,2026-03-03 09:34:00,Debit,SHOPEEFOOD ORDER,-,5814,43874.95,4515457.18,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125557,USR-118,2026-03-03 09:35:00,Debit,TRANSMART CARREFOUR,-,5411,219044.15,1893170.33,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127932,USR-236,2026-03-03 09:36:00,Debit,NASI PADANG SEDERHANA,-,5812,21597.55,3322162.33,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127328,USR-063,2026-03-03 09:37:00,Debit,SHOPEEFOOD ORDER,-,5814,36793.17,1483468.25,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-128162,USR-122,2026-03-03 09:37:00,Debit,SPBU PERTAMINA,-,5541,87849.82,1132599.82,Needs,Transportasi,0,Needs,Transportasi
TRX-127293,USR-261,2026-03-03 09:37:00,Debit,WARUNG NASI CAMPUR,-,5812,24016.04,4721206.66,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125070,USR-056,2026-03-03 09:38:00,Debit,BENGKEL MOBIL,-,7538,185008.88,1129459.29,Needs,Transportasi,0,Needs,Transportasi
TRX-125672,USR-272,2026-03-03 09:38:00,Debit,E-TOLL FLAZZ,-,4784,38527.2,3608692.09,Needs,Transportasi,0,Needs,Transportasi
TRX-127856,USR-307,2026-03-03 09:38:00,Debit,LAZADA,-,5311,201635.2,3967132.61,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-126575,USR-408,2026-03-03 09:38:00,Debit,TRANSJAKARTA/BRT,-,4111,4023.16,7850414.31,Needs,Transportasi,0,Needs,Transportasi
TRX-125521,USR-465,2026-03-03 09:38:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,51399.42,36578088.71,Wants,F&B dan Nongkrong,1,Wants,F&B dan Nongkrong
TRX-127668,USR-483,2026-03-03 09:38:00,Debit,PAKET DATA INDOSAT,-,4814,21570.95,7082977.59,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-125107,USR-495,2026-03-03 09:38:00,Debit,TOKO ALAT TULIS,-,5943,19421.64,26049368.5,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127023,USR-143,2026-03-03 09:39:00,Debit,STARBUCKS,-,5814,29259.91,1384060.01,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126996,USR-160,2026-03-03 09:39:00,Debit,ALFAMART,-,5411,44998.45,1068590.23,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-126425,USR-168,2026-03-03 09:39:00,Debit,HALODOC/ALODOKTER,-,8099,58747.28,2289101.8,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-125863,USR-472,2026-03-03 09:39:00,Debit,TEH TARIK PINGGIR JALAN,-,5814,15384.67,18399246.04,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127022,USR-143,2026-03-03 09:40:00,Debit,NASI KUNING BU NUNUNG,-,5812,4334.32,1413319.92,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125049,USR-183,2026-03-03 09:40:00,Debit,WARUNG SEMBAKO,-,5411,33048.26,138105.33,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127136,USR-257,2026-03-03 09:40:00,Debit,MIXUE INDONESIA,-,5814,22367.03,2966050.86,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127197,USR-293,2026-03-03 09:40:00,Debit,WARTEG,-,5812,18573.13,2293695.6,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126440,USR-297,2026-03-03 09:40:00,Debit,ALFAMIDI,-,5411,101964.12,3790146.88,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127163,USR-430,2026-03-03 09:40:00,Debit,GORENGAN PINGGIR JALAN,-,5814,11447.58,16829106.62,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126391,USR-450,2026-03-03 09:40:00,Debit,PDAM,-,4900,103145.22,48379721.83,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-126433,USR-470,2026-03-03 09:40:00,Debit,PRELOVED CAROUSELL,-,5651,62530.15,14202392.14,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-127678,USR-050,2026-03-03 09:41:00,Debit,CHATGPT PLUS,-,5734,281619.0,1888692.92,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-125825,USR-061,2026-03-03 09:41:00,Debit,GYU-KAKU AYCE,-,5812,319004.33,1580967.68,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-125717,USR-067,2026-03-03 09:41:00,Debit,ES TEH KAMPUS,-,5814,5444.02,1312460.41,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-128191,USR-271,2026-03-03 09:41:00,Debit,BIAYA KOSAN BULANAN,-,6513,743125.2,2082331.26,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-127335,USR-129,2026-03-03 09:42:00,Debit,HYPERMART,-,5411,179111.48,1721749.24,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-126806,USR-312,2026-03-03 09:42:00,Debit,PASAR TRADISIONAL,-,5411,93110.08,1630166.98,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127280,USR-425,2026-03-03 09:42:00,Debit,BAKSO GEROBAK,-,5814,12571.44,26697594.15,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126392,USR-011,2026-03-03 09:43:00,Debit,KFC INDONESIA,-,5814,56285.91,1350435.4,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127219,USR-048,2026-03-03 09:43:00,Debit,SOLARIA,-,5812,39188.56,422790.97,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-125513,USR-336,2026-03-03 09:43:00,Debit,ALFAMART,-,5411,46691.16,3069305.04,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-125285,USR-478,2026-03-03 09:43:00,Debit,CANVA PRO,-,5734,50000.0,40981310.63,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-128161,USR-122,2026-03-03 09:44:00,Debit,INDOMIE REBUS WARUNG,-,5814,14437.12,1220449.65,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126981,USR-243,2026-03-03 09:44:00,Debit,SHOPEEFOOD ORDER,-,5814,54881.04,3667775.96,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126180,USR-355,2026-03-03 09:44:00,Debit,RANCH MARKET,-,5411,281333.39,3254725.23,Needs,Groceries & Kebutuhan Pokok,0,Wants,Groceries & Kebutuhan Pokok
TRX-124836,USR-389,2026-03-03 09:44:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,28409.66,3332468.31,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125706,USR-018,2026-03-03 09:45:00,Debit,KOPI KENANGAN,-,5814,18592.55,1292172.65,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126963,USR-066,2026-03-03 09:45:00,Debit,HOKBEN,-,5812,63232.62,1920238.29,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127796,USR-089,2026-03-03 09:45:00,Debit,KFC INDONESIA,-,5814,53676.52,1046060.36,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127862,USR-320,2026-03-03 09:45:00,Debit,YOSHINOYA,-,5812,46711.68,4047331.68,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126871,USR-350,2026-03-03 09:45:00,Debit,TOKOPEDIA,-,5311,230657.4,1821526.17,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-124988,USR-385,2026-03-03 09:45:00,Debit,J.CO DONUTS,-,5814,93448.83,3723633.25,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127215,USR-062,2026-03-03 09:46:00,Debit,GALON & GAS,-,5499,27642.48,1233852.88,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127852,USR-307,2026-03-03 09:46:00,Debit,MIE GACOAN,-,5814,31275.5,4238441.32,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127601,USR-310,2026-03-03 09:46:00,Debit,PIZZA HUT,-,5812,97949.58,2611775.82,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126655,USR-421,2026-03-03 09:46:00,Debit,ES TEH KAMPUS,-,5814,5884.52,7195012.55,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-125002,USR-186,2026-03-03 09:47:00,Debit,E-TOLL FLAZZ,-,4784,30049.15,2287708.68,Needs,Transportasi,0,Needs,Transportasi
TRX-125062,USR-194,2026-03-03 09:47:00,Debit,KFC INDONESIA,-,5814,52326.74,2481874.65,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126112,USR-229,2026-03-03 09:47:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,119128.82,1895636.83,Wants,F&B dan Nongkrong,1,Needs,F&B dan Nongkrong
TRX-127705,USR-264,2026-03-03 09:47:00,Debit,MCDONALD'S,-,5814,33007.49,3453540.61,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126041,USR-273,2026-03-03 09:47:00,Debit,KFC INDONESIA,-,5814,79687.53,3251034.28,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-128212,USR-436,2026-03-03 09:47:00,Debit,BIBIT REKSADANA,-,6211,210906.66,7739512.15,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-127956,USR-460,2026-03-03 09:47:00,Debit,INDRIVER,-,4121,15327.01,7153516.9,Needs,Transportasi,0,Needs,Transportasi
TRX-125135,USR-484,2026-03-03 09:47:00,Debit,MIE GACOAN,-,5814,44421.92,11465849.42,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-128095,USR-360,2026-03-03 09:48:00,Debit,MICROSOFT 365,-,5734,83958.0,2226907.79,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-124769,USR-395,2026-03-03 09:48:00,Debit,SPBU PERTAMINA,-,5541,71926.8,1787541.71,Needs,Transportasi,0,Needs,Transportasi
TRX-126382,USR-450,2026-03-03 09:48:00,Debit,NASI PADANG SEDERHANA,-,5812,16477.58,48705195.98,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126767,USR-482,2026-03-03 09:48:00,Debit,ES TEH KAMPUS,-,5814,4142.27,7743593.6,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-128069,USR-131,2026-03-03 09:49:00,Debit,SOLARIA,-,5812,339822.67,331699.9,Wants,F&B dan Nongkrong,1,Wants,F&B dan Nongkrong
TRX-127292,USR-261,2026-03-03 09:49:00,Debit,BREADTALK,-,5814,62850.24,4745222.7,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126750,USR-308,2026-03-03 09:49:00,Debit,GOJEK INDONESIA,-,4121,16979.99,3890145.95,Needs,Transportasi,0,Needs,Transportasi
TRX-126080,USR-368,2026-03-03 09:49:00,Debit,MIE AYAM ABANG,-,5814,17065.41,4107156.32,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127819,USR-388,2026-03-03 09:49:00,Debit,PEPPER LUNCH,-,5812,114411.67,1965294.53,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127109,USR-422,2026-03-03 09:49:00,Debit,TEH TARIK PINGGIR JALAN,-,5814,22020.34,11120978.36,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127381,USR-015,2026-03-03 09:50:00,Debit,YOSHINOYA,-,5812,60593.37,770706.79,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-124876,USR-281,2026-03-03 09:50:00,Debit,JAJANAN GEROBAK,-,5814,14523.42,6340.44,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-125835,USR-319,2026-03-03 09:50:00,Debit,KOPI KENANGAN,-,5814,18232.41,4722897.54,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127744,USR-340,2026-03-03 09:50:00,Debit,GYU-KAKU AYCE,-,5812,375509.56,4112023.3,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-128211,USR-436,2026-03-03 09:50:00,Debit,INDOMARET,-,5411,38060.75,7950418.81,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127080,USR-379,2026-03-03 09:51:00,Debit,E-READER/WEBTOON,-,5734,36140.72,2529567.38,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-125333,USR-382,2026-03-03 09:51:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,12335.56,3162486.82,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127974,USR-444,2026-03-03 09:51:00,Debit,INDOMARET,-,5411,56149.24,28613564.53,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127334,USR-129,2026-03-03 09:52:00,Debit,SUPERINDO,-,5411,115902.03,1900860.72,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127697,USR-206,2026-03-03 09:52:00,Debit,CUCI MOTOR/MOBIL,-,7542,26501.96,2405485.85,Needs,Transportasi,0,Needs,Transportasi
TRX-125297,USR-322,2026-03-03 09:52:00,Debit,ADOBE CC,-,5734,352554.0,1764130.14,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-126661,USR-421,2026-03-03 09:52:00,Debit,THRIFT SHOP IG,-,5651,125130.32,6828081.68,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-127342,USR-009,2026-03-03 09:53:00,Debit,BENGKEL MOBIL,-,7538,122755.36,1801480.68,Needs,Transportasi,0,Needs,Transportasi
TRX-125150,USR-080,2026-03-03 09:53:00,Debit,YOSHINOYA,-,5812,52396.72,1633113.02,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127264,USR-201,2026-03-03 09:53:00,Debit,TOKO ALAT TULIS,-,5943,22551.58,4495934.99,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-126493,USR-393,2026-03-03 09:53:00,Debit,MCDONALD'S,-,5814,35226.8,4001175.15,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-124840,USR-496,2026-03-03 09:53:00,Debit,JAJANAN GEROBAK,-,5814,5785.94,13693929.48,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126877,USR-403,2026-03-03 09:54:00,Debit,WARTEG,-,5812,20619.12,32498098.78,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-124752,USR-156,2026-03-03 09:55:00,Debit,PAKET DATA INDOSAT,-,4814,24411.39,547315.85,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-126357,USR-159,2026-03-03 09:55:00,Debit,ALFAMART,-,5411,2000.0,2079972.63,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127817,USR-388,2026-03-03 09:55:00,Debit,JANJI JIWA,-,5814,41137.48,2095680.17,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125024,USR-416,2026-03-03 09:55:00,Debit,NASI KUNING BU NUNUNG,-,5812,32062.48,22675855.59,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127806,USR-089,2026-03-03 09:56:00,Debit,CUCI MOTOR/MOBIL,-,7542,31561.47,539445.72,Needs,Transportasi,0,Needs,Transportasi
TRX-126939,USR-134,2026-03-03 09:56:00,Debit,INDOMIE REBUS WARUNG,-,5814,3788.93,7056.7,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125667,USR-471,2026-03-03 09:56:00,Debit,MICROSOFT 365,-,5734,79000.0,6399206.5,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-125518,USR-026,2026-03-03 09:57:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,21952.73,1017501.99,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-125045,USR-183,2026-03-03 09:57:00,Debit,INDOMIE REBUS WARUNG,-,5814,8693.59,311643.74,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127547,USR-202,2026-03-03 09:57:00,Debit,BREADTALK,-,5814,42994.15,2294847.39,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127775,USR-265,2026-03-03 09:57:00,Debit,TEH TARIK PINGGIR JALAN,-,5814,19544.97,3279761.0,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126935,USR-326,2026-03-03 09:58:00,Debit,BLIBLI,-,5311,249482.21,657295.13,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-127996,USR-386,2026-03-03 09:58:00,Debit,FIRSTMEDIA,-,4900,402174.77,2759469.98,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-128154,USR-467,2026-03-03 09:58:00,Debit,NASI PADANG SEDERHANA,-,5812,21292.01,11155542.72,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125010,USR-034,2026-03-03 09:59:00,Debit,SPBU PERTAMINA,-,5541,60794.74,1510358.32,Needs,Transportasi,0,Needs,Transportasi
TRX-125536,USR-238,2026-03-03 09:59:00,Debit,HOKBEN,-,5812,69318.39,2820322.43,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125338,USR-382,2026-03-03 09:59:00,Debit,INDOMARET,-,5411,49116.07,2931808.88,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-126310,USR-007,2026-03-03 10:00:00,Debit,MIE GACOAN,-,5814,40540.73,1110314.03,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126713,USR-295,2026-03-03 10:00:00,Debit,PASAR TRADISIONAL,-,5411,109640.48,3127038.9,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-127865,USR-320,2026-03-03 10:00:00,Debit,E-TOLL FLAZZ,-,4784,22139.97,3996756.58,Needs,Transportasi,0,Needs,Transportasi
TRX-125342,USR-382,2026-03-03 10:00:00,Debit,SHOPEEPAY,-,6540,63124.8,2469533.52,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-125262,USR-466,2026-03-03 10:01:00,Debit,BAKSO GEROBAK,-,5814,21975.34,24731364.03,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-126762,USR-488,2026-03-03 10:01:00,Debit,NASI PADANG SEDERHANA,-,5812,16123.66,15246598.2,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-127390,USR-157,2026-03-03 10:02:00,Debit,JANJI JIWA,-,5814,30776.86,2412385.36,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-127316,USR-426,2026-03-03 10:02:00,Debit,MCDONALD'S,-,5814,76791.37,7098628.6,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-125779,USR-117,2026-03-03 10:03:00,Debit,PIZZA HUT,-,5812,83387.48,2288422.97,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126057,USR-249,2026-03-03 10:03:00,Debit,SHABURI SHABU-SHABU,-,5812,208859.4,1139077.73,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-126554,USR-443,2026-03-03 10:03:00,Debit,NASI PADANG SEDERHANA,-,5812,16649.79,37461972.37,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
